Entry,Entry name,Status,Protein names,Gene names,Organism,Virus hosts,Pathway
A0A5K1KB71,A0A5K1KB71_9ALPC,unreviewed,ORF3 protein,ORF3,Porcine epidemic diarrhea virus,,
A0A5J6ANR2,A0A5J6ANR2_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Porcine epidemic diarrhea virus,,
A0A5J6ANZ5,A0A5J6ANZ5_9ALPC,unreviewed,Polyprotein,ORF1ab,Porcine epidemic diarrhea virus,,
A0A5A4LZX7,A0A5A4LZX7_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A5J6APC8,A0A5J6APC8_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A5A4LZU6,A0A5A4LZU6_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0U1YFN0,A0A0U1YFN0_9ALPC,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,Porcine epidemic diarrhea virus,,
A0A0M4HL64,A0A0M4HL64_9ALPC,unreviewed,Spike protein (Fragment),gp2,Porcine epidemic diarrhea virus,,
A0A2U8QMT5,A0A2U8QMT5_9ALPC,unreviewed,Polyprotein,ORF1a 1b,Porcine epidemic diarrhea virus,,
A0A0U3FUN3,A0A0U3FUN3_9ALPC,unreviewed,Replicase,ORF1,Porcine epidemic diarrhea virus,,
A0A0X8ZY68,A0A0X8ZY68_9ALPC,unreviewed,Polyprotein 1ab,1b ORF1a,Porcine epidemic diarrhea virus,,
A0A2U7PFS7,A0A2U7PFS7_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A185QEQ3,A0A185QEQ3_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A3Q8TMH9,A0A3Q8TMH9_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A1Y0DAB6,A0A1Y0DAB6_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A411NPT9,A0A411NPT9_9ALPC,unreviewed,Nucleoprotein (Fragment),,Porcine epidemic diarrhea virus,,
A0A0U2C324,A0A0U2C324_9ALPC,unreviewed,Polyprotein,,Porcine epidemic diarrhea virus,,
A0A0U2C482,A0A0U2C482_9ALPC,unreviewed,Polyprotein,,Porcine epidemic diarrhea virus,,
Q9QTE8,Q9QTE8_9ALPC,unreviewed,Nucleocapsid protein (Fragment),N,Porcine epidemic diarrhea virus,,
A0A2H4V2D5,A0A2H4V2D5_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A411NPF8,A0A411NPF8_9ALPC,unreviewed,Accessory protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A1C7A0Z9,A0A1C7A0Z9_9ALPC,unreviewed,Spike protein S1 (Fragment),,Porcine epidemic diarrhea virus,,
J7GX11,J7GX11_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Porcine epidemic diarrhea virus,,
A0A411E5Y0,A0A411E5Y0_9ALPC,unreviewed,Uncharacterized protein,ORF3,Porcine epidemic diarrhea virus,,
A0A190LBD9,A0A190LBD9_9ALPC,unreviewed,Uncharacterized protein,,Porcine epidemic diarrhea virus,,
A0A0U3S4I4,A0A0U3S4I4_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A2I4KBQ0,A0A2I4KBQ0_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
L0BB64,L0BB64_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Porcine epidemic diarrhea virus,,
A0A1B0RLG6,A0A1B0RLG6_9ALPC,unreviewed,Spike protein S1 (Fragment),,Porcine epidemic diarrhea virus,,
A0A2U8QMX6,A0A2U8QMX6_9ALPC,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,Porcine epidemic diarrhea virus,,
A0A0K2D763,A0A0K2D763_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A1B0RLL7,A0A1B0RLL7_9ALPC,unreviewed,Spike protein S1 (Fragment),,Porcine epidemic diarrhea virus,,
A0A1S6QCA8,A0A1S6QCA8_9ALPC,unreviewed,S1 (Fragment),S,Porcine epidemic diarrhea virus,,
A0A220T0W7,A0A220T0W7_9ALPC,unreviewed,Uncharacterized protein,,Porcine epidemic diarrhea virus,,
A0A185QE96,A0A185QE96_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A2K8IYG3,A0A2K8IYG3_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0U2BZC8,A0A0U2BZC8_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
M9PM34,M9PM34_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
W8GLK1,W8GLK1_9ALPC,unreviewed,Nucleoprotein,,Porcine epidemic diarrhea virus,,
A0A411E5P4,A0A411E5P4_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A3G1YZW4,A0A3G1YZW4_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A089WX49,A0A089WX49_9ALPC,unreviewed,Polyprotein,,Porcine epidemic diarrhea virus,,
A0A411NPL4,A0A411NPL4_9ALPC,unreviewed,Nucleoprotein (Fragment),,Porcine epidemic diarrhea virus,,
A0A493QYW3,A0A493QYW3_9ALPC,unreviewed,Spike glycoprotein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A0B5INP6,A0A0B5INP6_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Porcine epidemic diarrhea virus,,
A0A384WLY9,A0A384WLY9_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A1I9S1C2,A0A1I9S1C2_9ALPC,unreviewed,Spike protein (Fragment),S1,Porcine epidemic diarrhea virus,,
A0A482F8J1,A0A482F8J1_9ALPC,unreviewed,Nucleoprotein,N,Porcine epidemic diarrhea virus,,
A0A2Z4QJA6,A0A2Z4QJA6_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A160EEE4,A0A160EEE4_9ALPC,unreviewed,ORF3 (Fragment),ORF3,Porcine epidemic diarrhea virus,,
A0A3S9VME3,A0A3S9VME3_9ALPC,unreviewed,Accessory membrane protein,ORF3,Porcine epidemic diarrhea virus,,
A0A223DMY5,A0A223DMY5_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A2Z4ELE9,A0A2Z4ELE9_9ALPC,unreviewed,Polyprotein,ORF1ab,Porcine epidemic diarrhea virus,,
A0A411NPI7,A0A411NPI7_9ALPC,unreviewed,Accessory protein (Fragment),,Porcine epidemic diarrhea virus,,
K4P5G8,K4P5G8_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Porcine epidemic diarrhea virus,,
A0A411NPR5,A0A411NPR5_9ALPC,unreviewed,Nucleoprotein (Fragment),,Porcine epidemic diarrhea virus,,
A0A1P8NPN2,A0A1P8NPN2_9ALPC,unreviewed,Polyprotein,,Porcine epidemic diarrhea virus,,
A0A219UQG5,A0A219UQG5_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A2H4WQM6,A0A2H4WQM6_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A4P8GNI6,A0A4P8GNI6_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0A7HUX1,A0A0A7HUX1_9ALPC,unreviewed,S protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A0U1YI29,A0A0U1YI29_9ALPC,unreviewed,ORF3,ORF3,Porcine epidemic diarrhea virus,,
K4PIG8,K4PIG8_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0E3TJA5,A0A0E3TJA5_9ALPC,unreviewed,Polyprotein,ORF1,Porcine epidemic diarrhea virus,,
V5REJ8,V5REJ8_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0U1YFX0,A0A0U1YFX0_9ALPC,unreviewed,ORF3,ORF3,Porcine epidemic diarrhea virus,,
A0A0U1UZC3,A0A0U1UZC3_9ALPC,unreviewed,ORF1ab polyprotein,,BtMr-AlphaCoV/SAX2011,,
M1H904,M1H904_9ALPC,unreviewed,ORF3 protein,,Porcine epidemic diarrhea virus,,
A0A4V1E960,A0A4V1E960_9ALPC,unreviewed,Polyprotein,,Porcine epidemic diarrhea virus,,
A0A185QET5,A0A185QET5_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A1W6JGZ1,A0A1W6JGZ1_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A222NUP8,A0A222NUP8_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
G8GN01,G8GN01_9ALPC,unreviewed,S protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A411NPB1,A0A411NPB1_9ALPC,unreviewed,Accessory protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A0B5INQ4,A0A0B5INQ4_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Porcine epidemic diarrhea virus,,
A0A185QE88,A0A185QE88_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A142II23,A0A142II23_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A1I9S191,A0A1I9S191_9ALPC,unreviewed,ORF3,ORF3,Porcine epidemic diarrhea virus,,
G8GUS5,G8GUS5_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A384WLX6,A0A384WLX6_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A2R4H2E3,A0A2R4H2E3_9ALPC,unreviewed,ORF3 protein,,Porcine epidemic diarrhea virus,,
A0A2N8Z1U0,A0A2N8Z1U0_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A1Q0XDZ1,A0A1Q0XDZ1_9ALPC,unreviewed,Polyprotein,,Porcine epidemic diarrhea virus,,
A0A0H4IUV5,A0A0H4IUV5_9ALPC,unreviewed,S protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A411NPC8,A0A411NPC8_9ALPC,unreviewed,Accessory protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A411NPI1,A0A411NPI1_9ALPC,unreviewed,Accessory protein (Fragment),,Porcine epidemic diarrhea virus,,
G8G2U4,G8G2U4_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
C3RZS6,C3RZS6_9ALPC,unreviewed,Non-structural protein 7b (Fragment),,Feline coronavirus,,
I2A637,I2A637_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Feline coronavirus,,
C3RZF0,C3RZF0_9ALPC,unreviewed,Non-structural protein 7b (Fragment),,Feline coronavirus,,
I2A635,I2A635_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Feline coronavirus,,
C3RZB5,C3RZB5_9ALPC,unreviewed,Non-structural protein 7b (Fragment),,Feline coronavirus,,
C3S0B8,C3S0B8_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Feline coronavirus,,
C3RZD8,C3RZD8_9ALPC,unreviewed,Non-structural protein 7b (Fragment),,Feline coronavirus,,
A0A1W6S788,A0A1W6S788_CVHSA,unreviewed,Spike protein,,Human SARS coronavirus (SARS-CoV) (Severe acute respiratory syndrome coronavirus),Homo sapiens (Human) [TaxID: 9606]; Paguma larvata (Masked palm civet) [TaxID: 9675],
C3S037,C3S037_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Feline coronavirus,,
C3S069,C3S069_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Feline coronavirus,,
C5IJ44,C5IJ44_9ALPC,unreviewed,Accessory protein 3c,3c,Feline coronavirus,,
I2A663,I2A663_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Feline coronavirus,,
V9PIT5,V9PIT5_9ALPC,unreviewed,Polyprotein 1ab,1b ORF1a,Feline infectious peritonitis virus,,
C3S0Y6,C3S0Y6_9ALPC,unreviewed,Spike protein (Fragment),,Feline coronavirus,,
C3S0T8,C3S0T8_9ALPC,unreviewed,Spike protein (Fragment),,Feline coronavirus,,
Q202G8,Q202G8_CVHSA,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Human SARS coronavirus (SARS-CoV) (Severe acute respiratory syndrome coronavirus),Homo sapiens (Human) [TaxID: 9606]; Paguma larvata (Masked palm civet) [TaxID: 9675],
A0A1B3TNA4,A0A1B3TNA4_CVH22,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Camel alphacoronavirus Camel229E,,
A0A2Z4EVP7,A0A2Z4EVP7_9NIDO,unreviewed,ORF1b,,Bat coronavirus,,
A0A2S0RA99,A0A2S0RA99_9NIDO,unreviewed,Spike protein (Fragment),,Bat coronavirus,,
G1FEX5,G1FEX5_9ALPC,unreviewed,Polyprotein orf1a,,Feline coronavirus UU47,,
Q6SRL6,Q6SRL6_CVHSA,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,SARS coronavirus TW-GD2,,
B6VDW0,B6VDW0_9NIDO,unreviewed,Spike glycoprotein,S,Bulbul coronavirus HKU11-934,,
Q1HVL0,Q1HVL0_CVH22,unreviewed,Spike glycoprotein,S,Human coronavirus 229E (HCoV-229E),Homo sapiens (Human) [TaxID: 9606],
G1FEY4,G1FEY4_9ALPC,unreviewed,Polyprotein orf1ab,,Feline coronavirus UU54,,
S5YNN4,S5YNN4_CVH22,unreviewed,Spike glycoprotein,S,Human coronavirus 229E (HCoV-229E),Homo sapiens (Human) [TaxID: 9606],
A0A127ATK3,A0A127ATK3_CVH22,unreviewed,Spike protein (Fragment),S,Human coronavirus 229E (HCoV-229E),Homo sapiens (Human) [TaxID: 9606],
A0A1W6DZV3,A0A1W6DZV3_CVH22,unreviewed,Replicase polyprotein 1ab,,Human coronavirus 229E (HCoV-229E),Homo sapiens (Human) [TaxID: 9606],
Q6TUL8,Q6TUL8_CVH22,unreviewed,Spike glycoprotein (Fragment),,Human coronavirus 229E (HCoV-229E),Homo sapiens (Human) [TaxID: 9606],
A0A060ADD4,A0A060ADD4_9NIDO,unreviewed,Spike glycoprotein,S,Porcine coronavirus HKU15,,
Q1W2N9,Q1W2N9_CVPPU,unreviewed,Envelope small membrane protein (E protein) (sM protein),sM E,Porcine transmissible gastroenteritis coronavirus (strain Purdue) (TGEV),Sus scrofa (Pig) [TaxID: 9823],
A0A0A0R5Q5,A0A0A0R5Q5_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
G9HVT9,G9HVT9_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Porcine epidemic diarrhea virus,,
A0A160DA70,A0A160DA70_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0U3R7K0,A0A0U3R7K0_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0U2TTL3,A0A0U2TTL3_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A1Y0AXV4,A0A1Y0AXV4_9ALPC,unreviewed,Nonstructural protein 3b,,Transmissible gastroenteritis virus,,
A0A1B1IJL3,A0A1B1IJL3_9ALPC,unreviewed,Nucleoprotein,,Transmissible gastroenteritis virus,,
Q88512,Q88512_9ALPC,unreviewed,ORF-3b,ORF-3b,Transmissible gastroenteritis virus,,
A0A5J6AMP3,A0A5J6AMP3_9ALPC,unreviewed,Polyprotein,ORF1ab,Porcine epidemic diarrhea virus,,
A0A5C1ZZ59,A0A5C1ZZ59_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A5J6APA0,A0A5J6APA0_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A5K1KAZ4,A0A5K1KAZ4_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A5K1KB44,A0A5K1KB44_9ALPC,unreviewed,Polyprotein,ORF1ab,Porcine epidemic diarrhea virus,,
A0A5J6AN94,A0A5J6AN94_9ALPC,unreviewed,Polyprotein,ORF1ab,Porcine epidemic diarrhea virus,,
A0A182BEH1,A0A182BEH1_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A142C7C3,A0A142C7C3_9ALPC,unreviewed,Nucleoprotein (Fragment),N,Porcine epidemic diarrhea virus,,
A0A493QYV2,A0A493QYV2_9ALPC,unreviewed,Spike glycoprotein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A3G1Z2W9,A0A3G1Z2W9_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A075QZX8,A0A075QZX8_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
M9PNA4,M9PNA4_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A411NPI2,A0A411NPI2_9ALPC,unreviewed,Accessory protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A411NPR3,A0A411NPR3_9ALPC,unreviewed,Nucleoprotein (Fragment),,Porcine epidemic diarrhea virus,,
A0A411NPG9,A0A411NPG9_9ALPC,unreviewed,Accessory protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A120I2U3,A0A120I2U3_9ALPC,unreviewed,Replicase 1a,ORF1a,Transmissible gastroenteritis virus,,
A0A2K8IRV4,A0A2K8IRV4_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A1P7ZRI2,A0A1P7ZRI2_9ALPC,unreviewed,Spike glycoprotein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A2S0S5D1,A0A2S0S5D1_9ALPC,unreviewed,Nucleoprotein (Fragment),,Porcine epidemic diarrhea virus,,
A0A075EB61,A0A075EB61_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A142II55,A0A142II55_9ALPC,unreviewed,Polyprotein,pol,Porcine epidemic diarrhea virus,,
R9TDM7,R9TDM7_9ALPC,unreviewed,Polyprotein,,Porcine epidemic diarrhea virus,,
A0A182BEE2,A0A182BEE2_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
G9JWF5,G9JWF5_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
K0GZI7,K0GZI7_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A1P8A7F4,A0A1P8A7F4_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
J7LIQ4,J7LIQ4_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
S5PTH3,S5PTH3_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A493QYX4,A0A493QYX4_9ALPC,unreviewed,Spike glycoprotein (Fragment),S,Porcine epidemic diarrhea virus,,
L7Y896,L7Y896_9ALPC,unreviewed,Polyprotein,,Porcine epidemic diarrhea virus,,
M1SRT1,M1SRT1_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0K2D7J9,A0A0K2D7J9_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A1I9S192,A0A1I9S192_9ALPC,unreviewed,ORF3,ORF3,Porcine epidemic diarrhea virus,,
A0A1C7A137,A0A1C7A137_9ALPC,unreviewed,Spike protein S1 (Fragment),,Porcine epidemic diarrhea virus,,
A0A0M5JRH9,A0A0M5JRH9_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0S3MSP3,A0A0S3MSP3_9ALPC,unreviewed,Polyprotein,ORF1ab,Porcine epidemic diarrhea virus,,
A0A1B2G2L6,A0A1B2G2L6_9ALPC,unreviewed,Spike glycoprotein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A109NR59,A0A109NR59_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A142II17,A0A142II17_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0S3MNA2,A0A0S3MNA2_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A142II47,A0A142II47_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A411NPD8,A0A411NPD8_9ALPC,unreviewed,Accessory protein (Fragment),,Porcine epidemic diarrhea virus,,
G8G2U9,G8G2U9_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A3Q8TMH5,A0A3Q8TMH5_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A1B2G2K1,A0A1B2G2K1_9ALPC,unreviewed,Spike glycoprotein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A0K2D778,A0A0K2D778_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A1B1MR59,A0A1B1MR59_9ALPC,unreviewed,Nucleoprotein,N,Porcine epidemic diarrhea virus,,
A0A024AXD5,A0A024AXD5_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A493QZ00,A0A493QZ00_9ALPC,unreviewed,Spike glycoprotein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A1I9S1B0,A0A1I9S1B0_9ALPC,unreviewed,Spike protein (Fragment),S1,Porcine epidemic diarrhea virus,,
A0A182BEG8,A0A182BEG8_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A075EDA6,A0A075EDA6_9ALPC,unreviewed,Polyprotein,,Porcine epidemic diarrhea virus,,
A0A482D1X5,A0A482D1X5_9ALPC,unreviewed,Nucleoprotein,N,Porcine epidemic diarrhea virus,,
A0A1C6ZYG8,A0A1C6ZYG8_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A167NFQ1,A0A167NFQ1_9ALPC,unreviewed,ORF3 (Fragment),ORF3,Porcine epidemic diarrhea virus,,
A0A0M4HHL2,A0A0M4HHL2_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0H4A798,A0A0H4A798_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A2R4H2M5,A0A2R4H2M5_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A2U7NVW5,A0A2U7NVW5_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
M9PMD0,M9PMD0_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A2P1DXE8,A0A2P1DXE8_9ALPC,unreviewed,Polyprotein,ORF1ab,Porcine epidemic diarrhea virus,,
A0A384X0M0,A0A384X0M0_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A068B9V3,A0A068B9V3_9ALPC,unreviewed,Nucleoprotein,N,Porcine epidemic diarrhea virus,,
A0A097J9Q4,A0A097J9Q4_9ALPC,unreviewed,Spike protein (Fragment),,Porcine epidemic diarrhea virus,,
A0A191T821,A0A191T821_9ALPC,unreviewed,ORF3,,Porcine epidemic diarrhea virus,,
A0A1P8A7F0,A0A1P8A7F0_9ALPC,unreviewed,Spike protein (Fragment),S,Porcine epidemic diarrhea virus,,
A0A411NPK2,A0A411NPK2_9ALPC,unreviewed,Nucleoprotein (Fragment),N,Porcine epidemic diarrhea virus,,
A0A0M4HQG9,A0A0M4HQG9_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A0S3MQY5,A0A0S3MQY5_9ALPC,unreviewed,Polyprotein,ORF1ab,Porcine epidemic diarrhea virus,,
A0A482F7F1,A0A482F7F1_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A2Z4QIT6,A0A2Z4QIT6_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
B7UCM9,B7UCM9_9ALPC,unreviewed,Nucleoprotein,N,Porcine epidemic diarrhea virus,,
